Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2921,ca-2016-160129,2016-11-23,2016-11-23,same day,ls-17200,luke schmidt,corporate,united states,philadelphia,pennsylvania,19140,east,fur-fu-10003976,furniture,furnishings,"dax executive solid wood document frame, desktop or hang, mahogany, 5 x 7",70.448,7,0.2,12.3284
2922,ca-2017-164329,2017-01-30,2017-01-30,same day,mm-17920,michael moore,consumer,united states,san francisco,california,94109,west,off-st-10001511,office supplies,storage,space solutions commercial steel shelving,129.3,2,0.0,6.465
2923,us-2015-141453,2015-11-30,2015-12-03,second class,db-13270,deborah brumfield,home office,united states,austin,texas,78745,central,off-bi-10000301,office supplies,binders,gbc instant report kit,3.882,3,0.8,-5.823
2924,ca-2014-156993,2014-06-28,2014-07-04,standard class,rw-19630,rob williams,corporate,united states,detroit,michigan,48234,central,off-fa-10003495,office supplies,fasteners,staples,6.08,1,0.0,3.04
2925,ca-2014-157721,2014-09-02,2014-09-05,first class,jm-16195,justin mackendrick,consumer,united states,watertown,new york,13601,east,off-ap-10001303,office supplies,appliances,"holmes cool mist humidifier for the whole house with 8-gallon output per day, extended life filter",19.9,1,0.0,8.955
2926,ca-2014-157721,2014-09-02,2014-09-05,first class,jm-16195,justin mackendrick,consumer,united states,watertown,new york,13601,east,fur-fu-10002116,furniture,furnishings,"tenex carpeted, granite-look or clear contemporary contour shape chair mats",70.71,1,0.0,4.9497
2927,ca-2017-128629,2017-07-10,2017-07-14,second class,bp-11155,becky pak,consumer,united states,columbus,georgia,31907,south,fur-fu-10000771,furniture,furnishings,"eldon 200 class desk accessories, smoke",18.84,3,0.0,7.9128
2928,ca-2017-158106,2017-06-04,2017-06-10,standard class,ct-11995,carol triggs,consumer,united states,apple valley,minnesota,55124,central,off-ar-10002255,office supplies,art,newell 346,8.64,3,0.0,2.5056
2929,us-2017-120390,2017-10-19,2017-10-26,standard class,th-21550,tracy hopkins,home office,united states,burlington,north carolina,27217,south,off-bi-10004995,office supplies,binders,gbc docubind p400 electric binding system,1633.188,4,0.7,-1306.5504
2930,ca-2017-143434,2017-11-18,2017-11-24,standard class,me-17320,maria etezadi,home office,united states,saginaw,michigan,48601,central,fur-fu-10002597,furniture,furnishings,"c-line magnetic cubicle keepers, clear polypropylene",19.76,4,0.0,8.2992
2931,ca-2015-168564,2015-08-08,2015-08-08,same day,tt-21220,thomas thornton,consumer,united states,san francisco,california,94109,west,off-bi-10004970,office supplies,binders,"accohide 3-ring binder, blue, 1""",6.608,2,0.2,2.2302
2932,ca-2015-168564,2015-08-08,2015-08-08,same day,tt-21220,thomas thornton,consumer,united states,san francisco,california,94109,west,off-bi-10002557,office supplies,binders,presstex flexible ring binders,7.28,2,0.2,2.73
2933,ca-2015-168564,2015-08-08,2015-08-08,same day,tt-21220,thomas thornton,consumer,united states,san francisco,california,94109,west,fur-ch-10000785,furniture,chairs,global ergonomic managers chair,144.784,1,0.2,10.8588
2934,us-2016-169040,2016-12-06,2016-12-12,standard class,gt-14710,greg tran,consumer,united states,seattle,washington,98105,west,tec-ph-10002310,technology,phones,plantronics calisto p620-m usb wireless speakerphone system,156.792,1,0.2,13.7193
2935,us-2016-169040,2016-12-06,2016-12-12,standard class,gt-14710,greg tran,consumer,united states,seattle,washington,98105,west,tec-ph-10002834,technology,phones,google nexus 5,431.976,3,0.2,26.9985
2936,us-2016-169040,2016-12-06,2016-12-12,standard class,gt-14710,greg tran,consumer,united states,seattle,washington,98105,west,off-en-10000927,office supplies,envelopes,jet-pak recycled peel 'n' seal padded mailers,35.89,1,0.0,16.1505
2937,us-2016-169040,2016-12-06,2016-12-12,standard class,gt-14710,greg tran,consumer,united states,seattle,washington,98105,west,off-bi-10001636,office supplies,binders,ibico plastic and wire spiral binding combs,47.208,7,0.2,15.3426
2938,us-2016-169040,2016-12-06,2016-12-12,standard class,gt-14710,greg tran,consumer,united states,seattle,washington,98105,west,off-pa-10001736,office supplies,paper,xerox 1880,248.08,7,0.0,116.5976
2939,us-2016-169040,2016-12-06,2016-12-12,standard class,gt-14710,greg tran,consumer,united states,seattle,washington,98105,west,off-pa-10000482,office supplies,paper,"snap-a-way black print carbonless ruled speed letter, triplicate",189.7,5,0.0,89.159
2940,us-2016-169040,2016-12-06,2016-12-12,standard class,gt-14710,greg tran,consumer,united states,seattle,washington,98105,west,off-bi-10001658,office supplies,binders,gbc standard therm-a-bind covers,59.808,3,0.2,19.4376
2941,ca-2017-155880,2017-03-25,2017-03-31,standard class,jd-16150,justin deggeller,corporate,united states,milwaukee,wisconsin,53209,central,fur-ch-10000422,furniture,chairs,global highback leather tilter in burgundy,90.99,1,0.0,14.5584
2942,ca-2017-155880,2017-03-25,2017-03-31,standard class,jd-16150,justin deggeller,corporate,united states,milwaukee,wisconsin,53209,central,fur-ch-10004675,furniture,chairs,"lifetime advantage folding chairs, 4/carton",1526.56,7,0.0,427.4368
2943,ca-2017-155880,2017-03-25,2017-03-31,standard class,jd-16150,justin deggeller,corporate,united states,milwaukee,wisconsin,53209,central,fur-ch-10002880,furniture,chairs,"global high-back leather tilter, burgundy",368.97,3,0.0,40.5867
2944,ca-2017-126242,2017-11-19,2017-11-24,standard class,mc-18100,mick crebagga,consumer,united states,los angeles,california,90049,west,off-st-10000675,office supplies,storage,"file shuttle ii and handi-file, black",305.01,9,0.0,76.2525
2945,ca-2017-126242,2017-11-19,2017-11-24,standard class,mc-18100,mick crebagga,consumer,united states,los angeles,california,90049,west,fur-fu-10002685,furniture,furnishings,"executive impressions 13-1/2"" indoor/outdoor wall clock",18.7,1,0.0,7.106
2946,ca-2016-166443,2016-11-04,2016-11-05,first class,lh-17020,lisa hazard,consumer,united states,san francisco,california,94122,west,fur-fu-10004020,furniture,furnishings,advantus panel wall acrylic frame,38.29,7,0.0,16.4647
2947,ca-2017-169859,2017-12-14,2017-12-18,standard class,mp-18175,mike pelletier,home office,united states,san diego,california,92024,west,fur-fu-10004963,furniture,furnishings,"eldon 400 class desk accessories, black carbon",26.25,3,0.0,11.025
2948,ca-2017-169859,2017-12-14,2017-12-18,standard class,mp-18175,mike pelletier,home office,united states,san diego,california,92024,west,off-bi-10000174,office supplies,binders,"wilson jones clip & carry folder binder tool for ring binders, clear",64.96,14,0.2,22.736
2949,ca-2017-169859,2017-12-14,2017-12-18,standard class,mp-18175,mike pelletier,home office,united states,san diego,california,92024,west,off-en-10000461,office supplies,envelopes,"#10- 4 1/8"" x 9 1/2"" recycled envelopes",43.7,5,0.0,20.539
2950,ca-2017-134915,2017-11-12,2017-11-12,same day,em-14140,eugene moren,home office,united states,glendale,arizona,85301,west,tec-ac-10001266,technology,accessories,memorex micro travel drive 8 gb,41.6,4,0.2,13.0
2951,ca-2017-134915,2017-11-12,2017-11-12,same day,em-14140,eugene moren,home office,united states,glendale,arizona,85301,west,off-pa-10002160,office supplies,paper,xerox 1978,23.12,5,0.2,8.381
2952,ca-2017-134915,2017-11-12,2017-11-12,same day,em-14140,eugene moren,home office,united states,glendale,arizona,85301,west,fur-ch-10004875,furniture,chairs,harbour creations 67200 series stacking chairs,113.888,2,0.2,9.9652
2953,ca-2017-134915,2017-11-12,2017-11-12,same day,em-14140,eugene moren,home office,united states,glendale,arizona,85301,west,fur-fu-10000305,furniture,furnishings,"tenex v2t-re standard weight series chair mat, 45"" x 53"", lip 25"" x 12""",113.568,2,0.2,-5.6784
2954,ca-2017-134915,2017-11-12,2017-11-12,same day,em-14140,eugene moren,home office,united states,glendale,arizona,85301,west,tec-ph-10000347,technology,phones,cush cases heavy duty rugged cover case for samsung galaxy s5 - purple,7.92,2,0.2,0.693
2955,ca-2017-134915,2017-11-12,2017-11-12,same day,em-14140,eugene moren,home office,united states,glendale,arizona,85301,west,tec-ph-10001459,technology,phones,samsung galaxy mega 6.3,671.984,2,0.2,50.3988
2956,ca-2016-153353,2016-08-18,2016-08-24,standard class,gg-14650,greg guthrie,corporate,united states,new york city,new york,10035,east,tec-ph-10000439,technology,phones,ge dsl phone line filter,39.99,1,0.0,11.5971
2957,ca-2017-123638,2017-06-27,2017-07-04,standard class,ma-17995,michelle arnett,home office,united states,watertown,new york,13601,east,fur-ch-10002647,furniture,chairs,"situations contoured folding chairs, 4/set",191.646,3,0.1,31.941
2958,ca-2017-168900,2017-05-04,2017-05-09,standard class,sh-20395,shahid hopkins,consumer,united states,springfield,ohio,45503,east,off-bi-10003910,office supplies,binders,dxl angle-view binders with locking rings by samsill,2.313,1,0.7,-1.9275
2959,ca-2015-158456,2015-12-24,2015-12-29,standard class,kt-16465,kean takahito,consumer,united states,los angeles,california,90032,west,off-bi-10001097,office supplies,binders,avery hole reinforcements,19.936,4,0.2,7.2268
2960,ca-2015-158456,2015-12-24,2015-12-29,standard class,kt-16465,kean takahito,consumer,united states,los angeles,california,90032,west,off-fa-10004854,office supplies,fasteners,"vinyl coated wire paper clips in organizer box, 800/box",45.92,4,0.0,21.5824
2961,ca-2017-143665,2017-04-26,2017-05-01,standard class,po-19180,philisse overcash,home office,united states,seattle,washington,98115,west,off-pa-10003673,office supplies,paper,strathmore photo mount cards,20.34,3,0.0,9.3564
2962,ca-2017-143665,2017-04-26,2017-05-01,standard class,po-19180,philisse overcash,home office,united states,seattle,washington,98115,west,off-la-10002034,office supplies,labels,avery 478,39.28,8,0.0,19.2472
2963,ca-2017-137428,2017-12-16,2017-12-21,second class,ay-10555,andy yotov,corporate,united states,oceanside,california,92054,west,fur-ch-10002774,furniture,chairs,"global deluxe stacking chair, gray",81.568,2,0.2,9.1764
2964,ca-2017-137428,2017-12-16,2017-12-21,second class,ay-10555,andy yotov,corporate,united states,oceanside,california,92054,west,fur-ch-10003817,furniture,chairs,"global value steno chair, gray",97.184,2,0.2,6.074
2965,ca-2017-137428,2017-12-16,2017-12-21,second class,ay-10555,andy yotov,corporate,united states,oceanside,california,92054,west,off-bi-10002949,office supplies,binders,prestige round ring binders,24.32,5,0.2,8.208
2966,ca-2017-137428,2017-12-16,2017-12-21,second class,ay-10555,andy yotov,corporate,united states,oceanside,california,92054,west,fur-fu-10002445,furniture,furnishings,"dax two-tone rosewood/black document frame, desktop, 5 x 7",18.96,2,0.0,7.584
2967,ca-2014-162866,2014-12-27,2014-12-31,standard class,co-12640,corey-lock,consumer,united states,skokie,illinois,60076,central,fur-fu-10001473,furniture,furnishings,dax wood document frame,32.952,6,0.6,-19.7712
2968,ca-2014-162866,2014-12-27,2014-12-31,standard class,co-12640,corey-lock,consumer,united states,skokie,illinois,60076,central,off-st-10002562,office supplies,storage,staple magnet,30.016,4,0.2,3.0016
2969,ca-2017-167941,2017-11-06,2017-11-09,second class,jf-15565,jill fjeld,consumer,united states,fayetteville,north carolina,28314,south,off-ap-10002118,office supplies,appliances,"1.7 cubic foot compact ""cube"" office refrigerators",499.584,3,0.2,43.7136
2970,ca-2017-167941,2017-11-06,2017-11-09,second class,jf-15565,jill fjeld,consumer,united states,fayetteville,north carolina,28314,south,off-pa-10001800,office supplies,paper,xerox 220,31.104,6,0.2,10.8864
2971,ca-2017-167941,2017-11-06,2017-11-09,second class,jf-15565,jill fjeld,consumer,united states,fayetteville,north carolina,28314,south,off-bi-10002827,office supplies,binders,avery durable poly binders,13.272,8,0.7,-10.6176
2972,ca-2017-167941,2017-11-06,2017-11-09,second class,jf-15565,jill fjeld,consumer,united states,fayetteville,north carolina,28314,south,fur-fu-10004671,furniture,furnishings,"executive impressions 12"" wall clock",28.272,2,0.2,6.3612
2973,ca-2017-167941,2017-11-06,2017-11-09,second class,jf-15565,jill fjeld,consumer,united states,fayetteville,north carolina,28314,south,off-st-10000736,office supplies,storage,carina double wide media storage towers in natural & black,259.136,4,0.2,-51.8272
2974,ca-2017-111808,2017-12-16,2017-12-20,standard class,ar-10510,andrew roberts,consumer,united states,tulsa,oklahoma,74133,central,off-bi-10004656,office supplies,binders,peel & stick add-on corner pockets,10.8,5,0.0,5.184
2975,ca-2015-137512,2015-05-07,2015-05-12,standard class,ag-10675,anna gayman,consumer,united states,allen,texas,75002,central,fur-ta-10001095,furniture,tables,chromcraft round conference tables,244.006,2,0.3,-31.3722
2976,ca-2015-137512,2015-05-07,2015-05-12,standard class,ag-10675,anna gayman,consumer,united states,allen,texas,75002,central,off-pa-10000213,office supplies,paper,xerox 198,15.936,4,0.2,5.3784
2977,ca-2017-139773,2017-12-04,2017-12-04,same day,dv-13045,darrin van huff,corporate,united states,philadelphia,pennsylvania,19143,east,fur-ch-10001797,furniture,chairs,"safco chair connectors, 6/carton",188.552,7,0.3,-2.6936
2978,ca-2017-134607,2017-10-03,2017-10-08,second class,hl-15040,hunter lopez,consumer,united states,rochester,new york,14609,east,off-st-10002214,office supplies,storage,x-rack file for hanging folders,22.58,2,0.0,5.8708
2979,ca-2014-109232,2014-01-13,2014-01-16,second class,nd-18370,natalie decherney,consumer,united states,mount pleasant,south carolina,29464,south,fur-ch-10000422,furniture,chairs,global highback leather tilter in burgundy,545.94,6,0.0,87.3504
2980,ca-2015-139850,2015-06-12,2015-06-17,standard class,gb-14575,giulietta baptist,consumer,united states,philadelphia,pennsylvania,19134,east,off-pa-10003848,office supplies,paper,xerox 1997,20.736,4,0.2,7.2576
2981,ca-2015-139850,2015-06-12,2015-06-17,standard class,gb-14575,giulietta baptist,consumer,united states,philadelphia,pennsylvania,19134,east,fur-fu-10003623,furniture,furnishings,"dataproducts ampli magnifier task lamp, black,",43.296,2,0.2,4.3296
2982,ca-2014-131310,2014-07-12,2014-07-18,standard class,cl-12565,clay ludtke,consumer,united states,seattle,washington,98115,west,fur-ch-10001797,furniture,chairs,"safco chair connectors, 6/carton",123.136,4,0.2,13.8528
2983,ca-2014-131310,2014-07-12,2014-07-18,standard class,cl-12565,clay ludtke,consumer,united states,seattle,washington,98115,west,off-bi-10003094,office supplies,binders,self-adhesive ring binder labels,11.264,4,0.2,3.8016
2984,us-2014-112872,2014-12-06,2014-12-11,second class,rc-19960,ryan crowe,consumer,united states,springfield,oregon,97477,west,off-st-10002205,office supplies,storage,file shuttle i and handi-file,53.424,3,0.2,4.6746
2985,us-2014-112872,2014-12-06,2014-12-11,second class,rc-19960,ryan crowe,consumer,united states,springfield,oregon,97477,west,fur-ta-10003238,furniture,tables,"chromcraft bull-nose wood 48"" x 96"" rectangular conference tables",275.49,1,0.5,-170.8038
2986,ca-2016-139269,2016-05-25,2016-05-30,standard class,jb-16045,julia barnett,home office,united states,columbus,georgia,31907,south,fur-fu-10000755,furniture,furnishings,eldon expressions mahogany wood desk collection,24.96,4,0.0,6.24
2987,ca-2016-139269,2016-05-25,2016-05-30,standard class,jb-16045,julia barnett,home office,united states,columbus,georgia,31907,south,off-pa-10002893,office supplies,paper,"wirebound service call books, 5 1/2"" x 4""",19.36,2,0.0,9.2928
2988,ca-2016-139269,2016-05-25,2016-05-30,standard class,jb-16045,julia barnett,home office,united states,columbus,georgia,31907,south,off-st-10000689,office supplies,storage,"fellowes strictly business drawer file, letter/legal size",1267.65,9,0.0,152.118
2989,ca-2016-139010,2016-02-21,2016-02-26,second class,mc-17635,matthew clasen,corporate,united states,los angeles,california,90032,west,tec-ac-10004227,technology,accessories,sandisk ultra 16 gb microsdhc class 10 memory card,12.99,1,0.0,0.7794
2990,ca-2016-139010,2016-02-21,2016-02-26,second class,mc-17635,matthew clasen,corporate,united states,los angeles,california,90032,west,off-bi-10000174,office supplies,binders,"wilson jones clip & carry folder binder tool for ring binders, clear",18.56,4,0.2,6.496
2991,ca-2016-139010,2016-02-21,2016-02-26,second class,mc-17635,matthew clasen,corporate,united states,los angeles,california,90032,west,off-st-10001809,office supplies,storage,fellowes officeware wire shelving,449.15,5,0.0,8.983
2992,ca-2016-139010,2016-02-21,2016-02-26,second class,mc-17635,matthew clasen,corporate,united states,los angeles,california,90032,west,off-bi-10002309,office supplies,binders,avery heavy-duty ezd  binder with locking rings,31.248,7,0.2,10.9368
2993,ca-2016-134376,2016-10-02,2016-10-06,standard class,tt-21265,tim taslimi,corporate,united states,new york city,new york,10024,east,off-ap-10004532,office supplies,appliances,kensington 6 outlet guardian standard surge protector,61.44,3,0.0,16.5888
2994,ca-2017-147291,2017-03-11,2017-03-17,standard class,mj-17740,max jones,consumer,united states,detroit,michigan,48227,central,off-bi-10003091,office supplies,binders,gbc docubind tl200 manual binding machine,895.92,4,0.0,421.0824
2995,ca-2016-112893,2016-09-09,2016-09-13,second class,at-10735,annie thurman,consumer,united states,stockton,california,95207,west,off-bi-10004654,office supplies,binders,varicap6 expandable binder,55.36,4,0.2,18.684
2996,us-2014-150532,2014-07-14,2014-07-21,standard class,pb-19150,philip brown,consumer,united states,phoenix,arizona,85023,west,off-st-10000760,office supplies,storage,eldon fold 'n roll cart system,55.92,5,0.2,6.291
2997,ca-2014-138317,2014-06-21,2014-06-25,standard class,nw-18400,natalie webber,consumer,united states,philadelphia,pennsylvania,19120,east,off-en-10001539,office supplies,envelopes,staple envelope,24.896,4,0.2,8.4024
2998,ca-2014-138317,2014-06-21,2014-06-25,standard class,nw-18400,natalie webber,consumer,united states,philadelphia,pennsylvania,19120,east,fur-fu-10000550,furniture,furnishings,stacking trays by oic,3.984,1,0.2,0.6474
2999,ca-2014-138317,2014-06-21,2014-06-25,standard class,nw-18400,natalie webber,consumer,united states,philadelphia,pennsylvania,19120,east,tec-ac-10003628,technology,accessories,logitech 910-002974 m325 wireless mouse for web scrolling,95.968,4,0.2,28.7904
3000,ca-2014-138317,2014-06-21,2014-06-25,standard class,nw-18400,natalie webber,consumer,united states,philadelphia,pennsylvania,19120,east,tec-ma-10004521,technology,machines,epson perfection v600 photo scanner,206.991,3,0.7,-172.4925
3001,ca-2014-138317,2014-06-21,2014-06-25,standard class,nw-18400,natalie webber,consumer,united states,philadelphia,pennsylvania,19120,east,off-ap-10003860,office supplies,appliances,fellowes advanced 8 outlet surge suppressor with phone/fax protection,44.416,2,0.2,3.8864
3002,ca-2014-138317,2014-06-21,2014-06-25,standard class,nw-18400,natalie webber,consumer,united states,philadelphia,pennsylvania,19120,east,off-bi-10000069,office supplies,binders,"gbc prepunched paper, 19-hole, for binding systems, 24-lb",9.006,2,0.7,-7.2048
3003,ca-2015-130610,2015-07-05,2015-07-10,standard class,vp-21730,victor preis,home office,united states,sterling heights,michigan,48310,central,off-bi-10003655,office supplies,binders,durable pressboard binders,19.0,5,0.0,8.93
3004,ca-2017-104381,2017-12-16,2017-12-23,standard class,rd-19810,ross devincentis,home office,united states,rochester,new york,14609,east,off-bi-10001628,office supplies,binders,"acco data flex cable posts for top & bottom load binders, 6"" capacity",33.376,4,0.2,10.43
3005,ca-2016-131499,2016-09-08,2016-09-10,first class,mg-17875,michael grace,home office,united states,new york city,new york,10011,east,off-ap-10003779,office supplies,appliances,kensington 7 outlet masterpiece power center with fax/phone line protection,207.48,1,0.0,62.244
3006,ca-2014-148761,2014-05-17,2014-05-21,standard class,pa-19060,pete armstrong,home office,united states,eau claire,wisconsin,54703,central,off-bi-10000666,office supplies,binders,surelock post binders,91.68,3,0.0,45.84
3007,ca-2017-116519,2017-10-13,2017-10-15,first class,cr-12730,craig reiter,consumer,united states,new york city,new york,10009,east,off-ap-10000828,office supplies,appliances,avanti 4.4 cu. ft. refrigerator,904.9,5,0.0,253.372
3008,ca-2014-130729,2014-10-24,2014-10-29,standard class,aa-10375,allen armold,consumer,united states,rancho cucamonga,california,91730,west,off-bi-10002706,office supplies,binders,avery premier heavy-duty binder with round locking rings,34.272,3,0.2,11.1384
3009,ca-2016-124772,2016-12-05,2016-12-06,first class,jg-15160,james galang,consumer,united states,murray,kentucky,42071,south,fur-fu-10004748,furniture,furnishings,"howard miller 16"" diameter gallery wall clock",191.82,3,0.0,74.8098
3010,ca-2016-115525,2016-07-25,2016-07-29,standard class,rr-19525,rick reed,corporate,united states,toledo,ohio,43615,east,off-ap-10000026,office supplies,appliances,tripp lite isotel 6 outlet surge protector with fax/modem protection,243.88,5,0.2,27.4365
3011,ca-2017-134845,2017-04-17,2017-04-23,standard class,sr-20425,sharelle roach,home office,united states,louisville,colorado,80027,west,off-bi-10000773,office supplies,binders,insertable tab post binder dividers,12.03,5,0.7,-9.223
3012,ca-2017-134845,2017-04-17,2017-04-23,standard class,sr-20425,sharelle roach,home office,united states,louisville,colorado,80027,west,tec-ma-10000822,technology,machines,lexmark mx611dhe monochrome laser printer,2549.985,5,0.7,-3399.98
3013,ca-2017-134845,2017-04-17,2017-04-23,standard class,sr-20425,sharelle roach,home office,united states,louisville,colorado,80027,west,off-bi-10001543,office supplies,binders,gbc velobinder manual binding system,21.594,2,0.7,-15.8356
3014,ca-2017-134845,2017-04-17,2017-04-23,standard class,sr-20425,sharelle roach,home office,united states,louisville,colorado,80027,west,off-bi-10003355,office supplies,binders,cardinal holdit business card pockets,8.964,6,0.7,-6.5736
3015,ca-2017-134845,2017-04-17,2017-04-23,standard class,sr-20425,sharelle roach,home office,united states,louisville,colorado,80027,west,off-pa-10002005,office supplies,paper,xerox 225,20.736,4,0.2,7.2576
3016,us-2015-138919,2015-09-17,2015-09-21,standard class,ls-16975,lindsay shagiari,home office,united states,new york city,new york,10035,east,fur-ta-10004154,furniture,tables,"riverside furniture oval coffee table, oval end table, end table with drawer",344.22,2,0.4,-103.266
3017,us-2016-160528,2016-08-23,2016-08-30,standard class,mh-18115,mick hernandez,home office,united states,pharr,texas,78577,central,off-st-10002743,office supplies,storage,safco boltless steel shelving,727.296,8,0.2,-172.7328
3018,us-2016-160528,2016-08-23,2016-08-30,standard class,mh-18115,mick hernandez,home office,united states,pharr,texas,78577,central,fur-fu-10004973,furniture,furnishings,flat face poster frame,22.608,3,0.6,-10.1736
3019,us-2016-160528,2016-08-23,2016-08-30,standard class,mh-18115,mick hernandez,home office,united states,pharr,texas,78577,central,tec-ac-10002842,technology,accessories,wd my passport ultra 2tb portable external hard drive,666.4,7,0.2,-33.32
3020,ca-2015-123568,2015-11-08,2015-11-14,standard class,sc-20095,sanjit chand,consumer,united states,west jordan,utah,84084,west,off-fa-10002701,office supplies,fasteners,alliance rubber bands,5.04,3,0.0,0.2016
3021,ca-2015-123568,2015-11-08,2015-11-14,standard class,sc-20095,sanjit chand,consumer,united states,west jordan,utah,84084,west,off-pa-10001125,office supplies,paper,xerox 1988,92.94,3,0.0,41.823
3022,ca-2015-123568,2015-11-08,2015-11-14,standard class,sc-20095,sanjit chand,consumer,united states,west jordan,utah,84084,west,fur-fu-10004090,furniture,furnishings,"executive impressions 14"" contract wall clock",66.69,3,0.0,22.0077
3023,ca-2015-123568,2015-11-08,2015-11-14,standard class,sc-20095,sanjit chand,consumer,united states,west jordan,utah,84084,west,off-bi-10001510,office supplies,binders,deluxe heavy-duty vinyl round ring binder,91.68,5,0.2,28.65
3024,ca-2017-124674,2017-11-17,2017-11-23,standard class,jb-16000,joy bell-,consumer,united states,brownsville,texas,78521,central,fur-bo-10002202,furniture,bookcases,"atlantic metals mobile 2-shelf bookcases, custom colors",327.7328,2,0.32,-14.4588
3025,ca-2015-164441,2015-11-08,2015-11-13,standard class,ac-10450,amy cox,consumer,united states,new york city,new york,10011,east,off-bi-10001922,office supplies,binders,storex dura pro binders,52.272,11,0.2,17.6418
3026,ca-2015-164441,2015-11-08,2015-11-13,standard class,ac-10450,amy cox,consumer,united states,new york city,new york,10011,east,off-pa-10001667,office supplies,paper,great white multi-use recycled paper (20lb. and 84 bright),17.94,3,0.0,8.073
3027,ca-2017-169054,2017-04-22,2017-04-26,standard class,mo-17800,meg o'connel,home office,united states,philadelphia,pennsylvania,19140,east,fur-fu-10001488,furniture,furnishings,"tenex 46"" x 60"" computer anti-static chairmat, rectangular shaped",254.352,3,0.2,0.0
3028,ca-2014-106719,2014-08-24,2014-08-24,same day,rb-19645,robert barroso,corporate,united states,billings,montana,59102,west,off-bi-10002799,office supplies,binders,"slimview poly binder, 3/8""",8.288,2,0.2,2.6936
3029,ca-2017-116855,2017-12-17,2017-12-21,standard class,ai-10855,arianne irving,consumer,united states,chesapeake,virginia,23320,south,fur-ch-10003846,furniture,chairs,hon valutask swivel chairs,504.9,5,0.0,80.784
3030,us-2016-164189,2016-03-24,2016-03-28,standard class,dr-12880,dan reichenbach,corporate,united states,gresham,oregon,97030,west,tec-ph-10003691,technology,phones,blackberry q10,403.168,4,0.2,25.198
3031,ca-2015-168480,2015-09-21,2015-09-27,standard class,dm-12955,dario medina,corporate,united states,lincoln park,michigan,48146,central,fur-bo-10000468,furniture,bookcases,o'sullivan 2-shelf heavy-duty bookcases,194.32,4,0.0,31.0912
3032,ca-2015-168480,2015-09-21,2015-09-27,standard class,dm-12955,dario medina,corporate,united states,lincoln park,michigan,48146,central,off-ar-10001044,office supplies,art,"boston ranger #55 pencil sharpener, black",25.99,1,0.0,7.5371
3033,us-2016-114293,2016-11-21,2016-11-26,standard class,jh-16180,justin hirsh,consumer,united states,gresham,oregon,97030,west,fur-ch-10003833,furniture,chairs,novimex fabric task chair,195.136,4,0.2,-12.196
3034,ca-2017-134173,2017-09-16,2017-09-21,standard class,ab-10060,adam bellavance,home office,united states,philadelphia,pennsylvania,19143,east,off-pa-10004355,office supplies,paper,xerox 231,20.736,4,0.2,7.2576
3035,us-2015-123960,2015-06-11,2015-06-16,standard class,bd-11605,brian dahlen,consumer,united states,monroe,louisiana,71203,south,tec-ac-10003038,technology,accessories,kingston digital datatraveler 16gb usb 2.0,53.7,6,0.0,10.203
3036,us-2015-123960,2015-06-11,2015-06-16,standard class,bd-11605,brian dahlen,consumer,united states,monroe,louisiana,71203,south,off-bi-10002799,office supplies,binders,"slimview poly binder, 3/8""",36.26,7,0.0,16.6796
3037,us-2015-123960,2015-06-11,2015-06-16,standard class,bd-11605,brian dahlen,consumer,united states,monroe,louisiana,71203,south,off-ar-10003582,office supplies,art,"boston electric pencil sharpener, model 1818, charcoal black",56.3,2,0.0,15.764
3038,us-2015-123960,2015-06-11,2015-06-16,standard class,bd-11605,brian dahlen,consumer,united states,monroe,louisiana,71203,south,off-pa-10004451,office supplies,paper,xerox 222,32.4,5,0.0,15.552
3039,us-2015-123960,2015-06-11,2015-06-16,standard class,bd-11605,brian dahlen,consumer,united states,monroe,louisiana,71203,south,fur-fu-10004666,furniture,furnishings,dax clear channel poster frame,29.16,2,0.0,10.7892
3040,ca-2017-101749,2017-10-03,2017-10-08,standard class,as-10045,aaron smayling,corporate,united states,pasadena,california,91104,west,fur-ta-10001520,furniture,tables,"lesro sheffield collection coffee table, end table, center table, corner table",171.288,3,0.2,-6.4233
3041,us-2016-147991,2016-05-05,2016-05-09,standard class,zd-21925,zuschuss donatelli,consumer,united states,chattanooga,tennessee,37421,south,fur-fu-10004270,furniture,furnishings,"eldon image series desk accessories, burgundy",16.72,5,0.2,3.344
3042,ca-2017-149559,2017-09-11,2017-09-12,same day,kf-16285,karen ferguson,home office,united states,long beach,california,90805,west,off-pa-10003172,office supplies,paper,xerox 1996,12.96,2,0.0,6.2208
3043,ca-2017-149559,2017-09-11,2017-09-12,same day,kf-16285,karen ferguson,home office,united states,long beach,california,90805,west,off-en-10002312,office supplies,envelopes,#10 self-seal white envelopes,22.18,2,0.0,10.8682
3044,ca-2017-149559,2017-09-11,2017-09-12,same day,kf-16285,karen ferguson,home office,united states,long beach,california,90805,west,fur-ch-10002320,furniture,chairs,hon pagoda stacking chairs,2054.272,8,0.2,256.784
3045,ca-2015-135174,2015-04-30,2015-05-02,second class,bp-11230,benjamin patterson,consumer,united states,troy,ohio,45373,east,tec-ph-10001530,technology,phones,cisco unified ip phone 7945g voip phone,1022.97,5,0.4,-255.7425
